"local_site","snow_treatment","location","distance_from_top","date","snow_depth","comments"
"Audubon","Control","Top",1,2020-06-17,"0",""
"Audubon","Control","Topmiddle",10.5,2020-06-17,"0",""
"Audubon","Early","Bottom",39,2020-06-17,"136",""
"Audubon","Early","Bottommiddle",29.5,2020-06-17,"0",""
"Audubon","Early","Middle",20,2020-06-17,"0",""
"Audubon","Early","Top",1,2020-06-17,"0",""
"Audubon","Early","Topmiddle",10.5,2020-06-17,"0",""
"Lefty","Control","Bottom",39,2020-06-17,"194","ice layer"
"Lefty","Control","Bottommiddle",29.5,2020-06-17,">200",""
"Lefty","Control","Middle",20,2020-06-17,"187",""
"Lefty","Control","Top",1,2020-06-17,"0",""
"Lefty","Control","Topmiddle",10.5,2020-06-17,"9",""
"Lefty","Early","Bottom",39,2020-06-17,"102",""
"Lefty","Early","Bottommiddle",29.5,2020-06-17,"135",""
"Lefty","Early","Middle",20,2020-06-17,"0",""
"Lefty","Early","Top",1,2020-06-17,"0",""
"Lefty","Early","Topmiddle",10.5,2020-06-17,"0",""
"Trough","Control","Bottom",39,2020-06-17,"60",""
"Trough","Control","Bottommiddle",29.5,2020-06-17,"90",""
"Trough","Control","Middle",20,2020-06-17,"90",""
"Trough","Control","Top",1,2020-06-17,">200",""
"Trough","Control","Topmiddle",10.5,2020-06-17,">200",""
"Trough","Early","Bottom",39,2020-06-17,"0",""
"Trough","Early","Bottommiddle",29.5,2020-06-17,"0",""
"Trough","Early","Middle",20,2020-06-17,"0",""
"Trough","Early","Top",1,2020-06-17,"123",""
"Trough","Early","Topmiddle",10.5,2020-06-17,"180",""
"Audubon","Control","Bottom",39,2020-06-22,"189",""
"Audubon","Control","Bottommiddle",29.5,2020-06-22,"110",""
"Audubon","Control","Middle",20,2020-06-22,"35",""
"Audubon","Control","Top",1,2020-06-22,"0",""
"Audubon","Control","Topmiddle",10.5,2020-06-22,"0",""
"Audubon","Early","Bottom",39,2020-06-22,"126",""
"Audubon","Early","Bottommiddle",29.5,2020-06-22,"0",""
"Audubon","Early","Middle",20,2020-06-22,"0",""
"Audubon","Early","Top",1,2020-06-22,"0",""
"Audubon","Early","Topmiddle",10.5,2020-06-22,"0",""
"Lefty","Control","Bottom",39,2020-06-22,"291",""
"Lefty","Control","Bottommiddle",29.5,2020-06-22,"199",""
"Lefty","Control","Middle",20,2020-06-22,"49",""
"Lefty","Control","Top",1,2020-06-22,"0",""
"Lefty","Control","Topmiddle",10.5,2020-06-22,"0",""
"Lefty","Early","Bottom",39,2020-06-22,"75",""
"Lefty","Early","Bottommiddle",29.5,2020-06-22,"69",""
"Lefty","Early","Middle",20,2020-06-22,"0",""
"Lefty","Early","Top",1,2020-06-22,"0",""
"Lefty","Early","Topmiddle",10.5,2020-06-22,"0",""
"Trough","Control","Bottom",39,2020-06-22,"25",""
"Trough","Control","Bottommiddle",29.5,2020-06-22,"50",""
"Trough","Control","Middle",20,2020-06-22,"70",""
"Trough","Control","Top",1,2020-06-22,"100",""
"Trough","Control","Topmiddle",10.5,2020-06-22,"178",""
"Trough","Early","Bottom",39,2020-06-22,"0",""
"Trough","Early","Bottommiddle",29.5,2020-06-22,"0",""
"Trough","Early","Middle",20,2020-06-22,"0",""
"Trough","Early","Top",1,2020-06-22,"88",""
"Trough","Early","Topmiddle",10.5,2020-06-22,"88",""
"Audubon","Control","Bottom",39,2020-06-29,"158",""
"Audubon","Control","Bottommiddle",29.5,2020-06-29,"54",""
"Audubon","Control","Middle",20,2020-06-29,"0",""
"Audubon","Control","Top",1,2020-06-29,"0",""
"Audubon","Control","Topmiddle",10.5,2020-06-29,"0",""
"Audubon","Early","Bottom",39,2020-06-29,"6",""
"Audubon","Early","Bottommiddle",29.5,2020-06-29,"0",""
"Audubon","Early","Middle",20,2020-06-29,"0",""
"Audubon","Early","Top",1,2020-06-29,"0",""
"Audubon","Early","Topmiddle",10.5,2020-06-29,"0",""
"Lefty","Control","Bottom",39,2020-06-29,"232",""
"Lefty","Control","Bottommiddle",29.5,2020-06-29,"161",""
"Lefty","Control","Middle",20,2020-06-29,"0",""
"Lefty","Control","Top",1,2020-06-29,"0",""
"Lefty","Control","Topmiddle",10.5,2020-06-29,"0",""
"Lefty","Early","Bottom",39,2020-06-29,"5",""
"Lefty","Early","Bottommiddle",29.5,2020-06-29,"0",""
"Lefty","Early","Middle",20,2020-06-29,"0",""
"Lefty","Early","Top",1,2020-06-29,"0",""
"Lefty","Early","Topmiddle",10.5,2020-06-29,"0",""
"Trough","Control","Bottom",39,2020-06-29,"0",""
"Trough","Control","Bottommiddle",29.5,2020-06-29,"0",""
"Trough","Control","Middle",20,2020-06-29,"0",""
"Trough","Control","Top",1,2020-06-29,"51",""
"Trough","Control","Topmiddle",10.5,2020-06-29,"185",""
"Trough","Early","Bottom",39,2020-06-29,"0",""
"Trough","Early","Bottommiddle",29.5,2020-06-29,"0",""
"Trough","Early","Middle",20,2020-06-29,"0",""
"Trough","Early","Top",1,2020-06-29,"8",""
"Trough","Early","Topmiddle",10.5,2020-06-29,"60","measurement approximate"
"Audubon","Control","Bottom",39,2020-07-06,"65",""
"Audubon","Control","Bottommiddle",29.5,2020-07-06,"0",""
"Audubon","Control","Middle",20,2020-07-06,"0",""
"Audubon","Control","Top",1,2020-07-06,"0",""
"Audubon","Control","Topmiddle",10.5,2020-07-06,"0",""
"Audubon","Early","Bottom",39,2020-07-06,"0",""
"Audubon","Early","Bottommiddle",29.5,2020-07-06,"0",""
"Audubon","Early","Middle",20,2020-07-06,"0",""
"Audubon","Early","Top",1,2020-07-06,"0",""
"Audubon","Early","Topmiddle",10.5,2020-07-06,"0",""
"Lefty","Control","Bottom",39,2020-07-06,"181",""
"Lefty","Control","Bottommiddle",29.5,2020-07-06,"110",""
"Lefty","Control","Middle",20,2020-07-06,"0",""
"Lefty","Control","Top",1,2020-07-06,"0",""
"Lefty","Control","Topmiddle",10.5,2020-07-06,"0",""
"Lefty","Early","Bottom",39,2020-07-06,"0",""
"Lefty","Early","Bottommiddle",29.5,2020-07-06,"0",""
"Lefty","Early","Middle",20,2020-07-06,"0",""
"Lefty","Early","Top",1,2020-07-06,"0",""
"Lefty","Early","Topmiddle",10.5,2020-07-06,"0",""
"Trough","Control","Bottom",39,2020-07-06,"0",""
"Trough","Control","Bottommiddle",29.5,2020-07-06,"0",""
"Trough","Control","Middle",20,2020-07-06,"0",""
"Trough","Control","Top",1,2020-07-06,"0",""
"Trough","Control","Topmiddle",10.5,2020-07-06,"121",""
"Trough","Early","Bottom",39,2020-07-06,"0",""
"Trough","Early","Bottommiddle",29.5,2020-07-06,"0",""
"Trough","Early","Middle",20,2020-07-06,"0",""
"Trough","Early","Top",1,2020-07-06,"0",""
"Trough","Early","Topmiddle",10.5,2020-07-06,"0",""
"Audubon","Control","Bottom",39,2020-07-14,"0",""
"Audubon","Control","Bottommiddle",29.5,2020-07-14,"0",""
"Audubon","Control","Middle",20,2020-07-14,"0",""
"Audubon","Control","Top",1,2020-07-14,"0",""
"Audubon","Control","Topmiddle",10.5,2020-07-14,"0",""
"Audubon","Early","Bottom",39,2020-07-14,"0",""
"Audubon","Early","Bottommiddle",29.5,2020-07-14,"0",""
"Audubon","Early","Middle",20,2020-07-14,"0",""
"Audubon","Early","Top",1,2020-07-14,"0",""
"Audubon","Early","Topmiddle",10.5,2020-07-14,"0",""
"Lefty","Control","Bottom",39,2020-07-14,"95",""
"Lefty","Control","Bottommiddle",29.5,2020-07-14,"20",""
"Lefty","Control","Middle",20,2020-07-14,"0",""
"Lefty","Control","Top",1,2020-07-14,"0",""
"Lefty","Control","Topmiddle",10.5,2020-07-14,"0",""
"Lefty","Early","Bottom",39,2020-07-14,"0",""
"Lefty","Early","Bottommiddle",29.5,2020-07-14,"0",""
"Lefty","Early","Middle",20,2020-07-14,"0",""
"Lefty","Early","Top",1,2020-07-14,"0",""
"Lefty","Early","Topmiddle",10.5,2020-07-14,"0",""
"Trough","Control","Bottom",39,2020-07-14,"0",""
"Trough","Control","Bottommiddle",29.5,2020-07-14,"0",""
"Trough","Control","Middle",20,2020-07-14,"0",""
"Trough","Control","Top",1,2020-07-14,"0",""
"Trough","Control","Topmiddle",10.5,2020-07-14,"20",""
"Trough","Early","Bottom",39,2020-07-14,"0",""
"Trough","Early","Bottommiddle",29.5,2020-07-14,"0",""
"Trough","Early","Middle",20,2020-07-14,"0",""
"Trough","Early","Top",1,2020-07-14,"0",""
"Trough","Early","Topmiddle",10.5,2020-07-14,"0",""
"Audubon","Control","Bottom",39,2020-07-20,"0",""
"Audubon","Control","Bottommiddle",29.5,2020-07-20,"0",""
"Audubon","Control","Middle",20,2020-07-20,"0",""
"Audubon","Control","Top",1,2020-07-20,"0",""
"Audubon","Control","Topmiddle",10.5,2020-07-20,"0",""
"Audubon","Early","Bottom",39,2020-07-20,"0",""
"Audubon","Early","Bottommiddle",29.5,2020-07-20,"0",""
"Audubon","Early","Middle",20,2020-07-20,"0",""
"Audubon","Early","Top",1,2020-07-20,"0",""
"Audubon","Early","Topmiddle",10.5,2020-07-20,"0",""
"Lefty","Control","Bottom",39,2020-07-20,"0",""
"Lefty","Control","Bottommiddle",29.5,2020-07-20,"0",""
"Lefty","Control","Middle",20,2020-07-20,"0",""
"Lefty","Control","Top",1,2020-07-20,"0",""
"Lefty","Control","Topmiddle",10.5,2020-07-20,"0",""
"Lefty","Early","Bottom",39,2020-07-20,"0",""
"Lefty","Early","Bottommiddle",29.5,2020-07-20,"0",""
"Lefty","Early","Middle",20,2020-07-20,"0",""
"Lefty","Early","Top",1,2020-07-20,"0",""
"Lefty","Early","Topmiddle",10.5,2020-07-20,"0",""
"Trough","Control","Bottom",39,2020-07-20,"0",""
"Trough","Control","Bottommiddle",29.5,2020-07-20,"0",""
"Trough","Control","Middle",20,2020-07-20,"0",""
"Trough","Control","Top",1,2020-07-20,"0",""
"Trough","Control","Topmiddle",10.5,2020-07-20,"0",""
"Trough","Early","Bottom",39,2020-07-20,"0",""
"Trough","Early","Bottommiddle",29.5,2020-07-20,"0",""
"Trough","Early","Middle",20,2020-07-20,"0",""
"Trough","Early","Top",1,2020-07-20,"0",""
"Trough","Early","Topmiddle",10.5,2020-07-20,"0",""
"Audubon","Control","Bottom",39,2021-05-04,"392",""
"Audubon","Control","Bottommiddle",29.5,2021-05-04,"282",""
"Audubon","Control","Middle",20,2021-05-04,"272",""
"Audubon","Control","Top",1,2021-05-04,"97",""
"Audubon","Control","Topmiddle",10.5,2021-05-04,"205",""
"Audubon","Early","Bottom",39,2021-05-04,">400",""
"Audubon","Early","Bottommiddle",29.5,2021-05-04,"263",""
"Audubon","Early","Middle",20,2021-05-04,"210",""
"Audubon","Early","Top",1,2021-05-04,"145",""
"Audubon","Early","Topmiddle",10.5,2021-05-04,"320",""
"East_Knoll","Control","Bottom",39,2021-05-04,"130",""
"East_Knoll","Control","Bottommiddle",29.5,2021-05-04,"74",""
"East_Knoll","Control","Middle",20,2021-05-04,"40",""
"East_Knoll","Control","Top",1,2021-05-04,"60",""
"East_Knoll","Control","Topmiddle",10.5,2021-05-04,"47",""
"East_Knoll","Early","Bottom",39,2021-05-04,"155",""
"East_Knoll","Early","Bottommiddle",29.5,2021-05-04,"121",""
"East_Knoll","Early","Middle",20,2021-05-04,"71",""
"East_Knoll","Early","Top",1,2021-05-04,"48",""
"East_Knoll","Early","Topmiddle",10.5,2021-05-04,"57",""
"Lefty","Control","Bottom",39,2021-05-04,"190",""
"Lefty","Control","Bottommiddle",29.5,2021-05-04,"203",""
"Lefty","Control","Middle",20,2021-05-04,"252",""
"Lefty","Control","Top",1,2021-05-04,"92",""
"Lefty","Control","Topmiddle",10.5,2021-05-04,"141",""
"Lefty","Early","Bottom",39,2021-05-04,"212",""
"Lefty","Early","Bottommiddle",29.5,2021-05-04,"250",""
"Lefty","Early","Middle",20,2021-05-04,"160",""
"Lefty","Early","Top",1,2021-05-04,"133",""
"Lefty","Early","Topmiddle",10.5,2021-05-04,"210",""
"Soddie","Control","Bottom",39,2021-05-04,"106",""
"Soddie","Control","Bottommiddle",29.5,2021-05-04,"75",""
"Soddie","Control","Middle",20,2021-05-04,"81",""
"Soddie","Control","Top",1,2021-05-04,"138",""
"Soddie","Control","Topmiddle",10.5,2021-05-04,"107",""
"Soddie","Early","Bottom",39,2021-05-04,"54",""
"Soddie","Early","Bottommiddle",29.5,2021-05-04,"90",""
"Soddie","Early","Middle",20,2021-05-04,"74",""
"Soddie","Early","Top",1,2021-05-04,"109",""
"Soddie","Early","Topmiddle",10.5,2021-05-04,"160",""
"Trough","Control","Bottom",39,2021-05-06,"290",""
"Trough","Control","Bottommiddle",29.5,2021-05-06,"305",""
"Trough","Control","Middle",20,2021-05-06,"320",""
"Trough","Control","Top",1,2021-05-06,"315",""
"Trough","Control","Topmiddle",10.5,2021-05-06,"250",""
"Trough","Early","Bottom",39,2021-05-06,"305",""
"Trough","Early","Bottommiddle",29.5,2021-05-06,"300",""
"Trough","Early","Middle",20,2021-05-06,"325",""
"Trough","Early","Top",1,2021-05-06,"435",""
"Trough","Early","Topmiddle",10.5,2021-05-06,"395",""
"Audubon","Control","Bottom",39,2021-05-20,"5",""
"Audubon","Control","Bottommiddle",29.5,2021-05-20,"190",""
"Audubon","Control","Middle",20,2021-05-20,"250",""
"Audubon","Control","Top",1,2021-05-20,"244",""
"Audubon","Control","Topmiddle",10.5,2021-05-20,"220",""
"Audubon","Early","Bottom",39,2021-05-20,"253",""
"Audubon","Early","Bottommiddle",29.5,2021-05-20,"175",""
"Audubon","Early","Middle",20,2021-05-20,"195",""
"Audubon","Early","Top",1,2021-05-20,"120",""
"Audubon","Early","Topmiddle",10.5,2021-05-20,"205",""
"East_Knoll","Control","Bottom",39,2021-05-20,"130",""
"East_Knoll","Control","Bottommiddle",29.5,2021-05-20,"70",""
"East_Knoll","Control","Middle",20,2021-05-20,"40",""
"East_Knoll","Control","Top",1,2021-05-20,"54",""
"East_Knoll","Control","Topmiddle",10.5,2021-05-20,"55",""
"East_Knoll","Early","Bottom",39,2021-05-20,"130",""
"East_Knoll","Early","Bottommiddle",29.5,2021-05-20,"115",""
"East_Knoll","Early","Middle",20,2021-05-20,"70",""
"East_Knoll","Early","Top",1,2021-05-20,"25",""
"East_Knoll","Early","Topmiddle",10.5,2021-05-20,"40",""
"Lefty","Control","Bottom",39,2021-05-20,"185",""
"Lefty","Control","Bottommiddle",29.5,2021-05-20,"160",""
"Lefty","Control","Middle",20,2021-05-20,"235",""
"Lefty","Control","Top",1,2021-05-20,"74",""
"Lefty","Control","Topmiddle",10.5,2021-05-20,"130",""
"Lefty","Early","Bottom",39,2021-05-20,"190",""
"Lefty","Early","Bottommiddle",29.5,2021-05-20,"225",""
"Lefty","Early","Middle",20,2021-05-20,"265",""
"Lefty","Early","Top",1,2021-05-20,"90",""
"Lefty","Early","Topmiddle",10.5,2021-05-20,"168",""
"Soddie","Control","Bottom",39,2021-05-20,"80",""
"Soddie","Control","Bottommiddle",29.5,2021-05-20,"40",""
"Soddie","Control","Middle",20,2021-05-20,"34",""
"Soddie","Control","Top",1,2021-05-20,"110",""
"Soddie","Control","Topmiddle",10.5,2021-05-20,"15",""
"Soddie","Early","Bottom",39,2021-05-20,"0",""
"Soddie","Early","Bottommiddle",29.5,2021-05-20,"30",""
"Soddie","Early","Middle",20,2021-05-20,"8",""
"Soddie","Early","Top",1,2021-05-20,"38",""
"Soddie","Early","Topmiddle",10.5,2021-05-20,"90",""
"Trough","Control","Bottom",39,2021-05-20,"255",""
"Trough","Control","Bottommiddle",29.5,2021-05-20,"280",""
"Trough","Control","Middle",20,2021-05-20,"300",""
"Trough","Control","Top",1,2021-05-20,"295",""
"Trough","Control","Topmiddle",10.5,2021-05-20,">200",""
"Trough","Early","Bottom",39,2021-05-20,"250",""
"Trough","Early","Bottommiddle",29.5,2021-05-20,"235",""
"Trough","Early","Middle",20,2021-05-20,"250",""
"Trough","Early","Top",1,2021-05-20,">360",""
"Trough","Early","Topmiddle",10.5,2021-05-20,">300",""
"Audubon","Control","Bottom",39,2021-05-25,"330",""
"Audubon","Control","Bottommiddle",29.5,2021-05-25,"365",""
"Audubon","Control","Middle",20,2021-05-25,"340",""
"Audubon","Control","Top",1,2021-05-25,"63",""
"Audubon","Control","Topmiddle",10.5,2021-05-25,"288",""
"Audubon","Early","Bottom",39,2021-05-25,"405",""
"Audubon","Early","Bottommiddle",29.5,2021-05-25,"326",""
"Audubon","Early","Middle",20,2021-05-25,"272",""
"Audubon","Early","Top",1,2021-05-25,"92",""
"Audubon","Early","Topmiddle",10.5,2021-05-25,"275",""
"East_Knoll","Control","Bottom",39,2021-05-25,"115",""
"East_Knoll","Control","Bottommiddle",29.5,2021-05-25,"47",""
"East_Knoll","Control","Middle",20,2021-05-25,"22",""
"East_Knoll","Control","Top",1,2021-05-25,"34",""
"East_Knoll","Control","Topmiddle",10.5,2021-05-25,"33",""
"East_Knoll","Early","Bottom",39,2021-05-25,"107",""
"East_Knoll","Early","Bottommiddle",29.5,2021-05-25,"76",""
"East_Knoll","Early","Middle",20,2021-05-25,"51",""
"East_Knoll","Early","Top",1,2021-05-25,"0",""
"East_Knoll","Early","Topmiddle",10.5,2021-05-25,"0",""
"Lefty","Control","Bottom",39,2021-05-25,"270",""
"Lefty","Control","Bottommiddle",29.5,2021-05-25,"262",""
"Lefty","Control","Middle",20,2021-05-25,"110",""
"Lefty","Control","Top",1,2021-05-25,"65",""
"Lefty","Control","Topmiddle",10.5,2021-05-25,"105",""
"Lefty","Early","Bottom",39,2021-05-25,"295",""
"Lefty","Early","Bottommiddle",29.5,2021-05-25,"195",""
"Lefty","Early","Middle",20,2021-05-25,"210",""
"Lefty","Early","Top",1,2021-05-25,"75",""
"Lefty","Early","Topmiddle",10.5,2021-05-25,"164",""
"Soddie","Control","Bottom",39,2021-05-25,"47",""
"Soddie","Control","Bottommiddle",29.5,2021-05-25,"29",""
"Soddie","Control","Middle",20,2021-05-25,"3",""
"Soddie","Control","Top",1,2021-05-25,"82",""
"Soddie","Control","Topmiddle",10.5,2021-05-25,"0",""
"Soddie","Early","Bottom",39,2021-05-25,"0",""
"Soddie","Early","Bottommiddle",29.5,2021-05-25,"0",""
"Soddie","Early","Middle",20,2021-05-25,"0",""
"Soddie","Early","Top",1,2021-05-25,"0",""
"Soddie","Early","Topmiddle",10.5,2021-05-25,"65",""
"Trough","Control","Bottom",39,2021-05-25,"235",""
"Trough","Control","Bottommiddle",29.5,2021-05-25,"262",""
"Trough","Control","Middle",20,2021-05-25,"273",""
"Trough","Control","Top",1,2021-05-25,"250",""
"Trough","Control","Topmiddle",10.5,2021-05-25,"440",""
"Trough","Early","Bottom",39,2021-05-25,"235",""
"Trough","Early","Bottommiddle",29.5,2021-05-25,"217",""
"Trough","Early","Middle",20,2021-05-25,"207",""
"Trough","Early","Top",1,2021-05-25,"352",""
"Trough","Early","Topmiddle",10.5,2021-05-25,"360",""
"Audubon","Control","Bottom",39,2021-06-08,"299",""
"Audubon","Control","Bottommiddle",29.5,2021-06-08,"214",""
"Audubon","Control","Middle",20,2021-06-08,"180",""
"Audubon","Control","Top",1,2021-06-08,"0",""
"Audubon","Control","Topmiddle",10.5,2021-06-08,"129",""
"Audubon","Early","Bottom",39,2021-06-08,"224",""
"Audubon","Early","Bottommiddle",29.5,2021-06-08,"113",""
"Audubon","Early","Middle",20,2021-06-08,"67",""
"Audubon","Early","Top",1,2021-06-08,"0",""
"Audubon","Early","Topmiddle",10.5,2021-06-08,"55",""
"East_Knoll","Control","Bottom",39,2021-06-08,"31",""
"East_Knoll","Control","Bottommiddle",29.5,2021-06-08,"0",""
"East_Knoll","Control","Middle",20,2021-06-08,"0",""
"East_Knoll","Control","Top",1,2021-06-08,"0",""
"East_Knoll","Control","Topmiddle",10.5,2021-06-08,"0",""
"East_Knoll","Early","Bottom",39,2021-06-08,"38",""
"East_Knoll","Early","Bottommiddle",29.5,2021-06-08,"0",""
"East_Knoll","Early","Middle",20,2021-06-08,"0",""
"East_Knoll","Early","Top",1,2021-06-08,"0",""
"East_Knoll","Early","Topmiddle",10.5,2021-06-08,"0",""
"Lefty","Control","Bottom",39,2021-06-08,"321",""
"Lefty","Control","Bottommiddle",29.5,2021-06-08,"333",""
"Lefty","Control","Middle",20,2021-06-08,"233",""
"Lefty","Control","Top",1,2021-06-08,"0",""
"Lefty","Control","Topmiddle",10.5,2021-06-08,"48",""
"Lefty","Early","Bottom",39,2021-06-08,"173",""
"Lefty","Early","Bottommiddle",29.5,2021-06-08,"68",""
"Lefty","Early","Middle",20,2021-06-08,"113",""
"Lefty","Early","Top",1,2021-06-08,"0",""
"Lefty","Early","Topmiddle",10.5,2021-06-08,"45",""
"Soddie","Control","Bottom",39,2021-06-08,"0",""
"Soddie","Control","Bottommiddle",29.5,2021-06-08,"0",""
"Soddie","Control","Middle",20,2021-06-08,"0",""
"Soddie","Control","Top",1,2021-06-08,"25",""
"Soddie","Control","Topmiddle",10.5,2021-06-08,"0",""
"Soddie","Early","Bottom",39,2021-06-08,"0",""
"Soddie","Early","Bottommiddle",29.5,2021-06-08,"0",""
"Soddie","Early","Middle",20,2021-06-08,"0",""
"Soddie","Early","Top",1,2021-06-08,"0",""
"Soddie","Early","Topmiddle",10.5,2021-06-08,"0",""
"Trough","Control","Bottom",39,2021-06-08,"156",""
"Trough","Control","Bottommiddle",29.5,2021-06-08,"192",""
"Trough","Control","Middle",20,2021-06-08,"198",""
"Trough","Control","Top",1,2021-06-08,"215",""
"Trough","Control","Topmiddle",10.5,2021-06-08,">300",""
"Trough","Early","Bottom",39,2021-06-08,"111",""
"Trough","Early","Bottommiddle",29.5,2021-06-08,"101",""
"Trough","Early","Middle",20,2021-06-08,"52",""
"Trough","Early","Top",1,2021-06-08,"235",""
"Trough","Early","Topmiddle",10.5,2021-06-08,"210",""
"Audubon","Control","Bottom",39,2021-06-15,"255",""
"Audubon","Control","Bottommiddle",29.5,2021-06-15,"121",""
"Audubon","Control","Middle",20,2021-06-15,"105",""
"Audubon","Control","Top",1,2021-06-15,"0",""
"Audubon","Control","Topmiddle",10.5,2021-06-15,"25",""
"Audubon","Early","Bottom",39,2021-06-15,"199",""
"Audubon","Early","Bottommiddle",29.5,2021-06-15,"0",""
"Audubon","Early","Middle",20,2021-06-15,"0",""
"Audubon","Early","Top",1,2021-06-15,"0",""
"Audubon","Early","Topmiddle",10.5,2021-06-15,"0",""
"East_Knoll","Control","Bottom",39,2021-06-15,"0",""
"East_Knoll","Control","Bottommiddle",29.5,2021-06-15,"0",""
"East_Knoll","Control","Middle",20,2021-06-15,"0",""
"East_Knoll","Control","Top",1,2021-06-15,"0",""
"East_Knoll","Control","Topmiddle",10.5,2021-06-15,"0",""
"East_Knoll","Early","Bottom",39,2021-06-15,"0",""
"East_Knoll","Early","Bottommiddle",29.5,2021-06-15,"0",""
"East_Knoll","Early","Middle",20,2021-06-15,"0",""
"East_Knoll","Early","Top",1,2021-06-15,"0",""
"East_Knoll","Early","Topmiddle",10.5,2021-06-15,"0",""
"Lefty","Control","Bottom",39,2021-06-15,"262",""
"Lefty","Control","Bottommiddle",29.5,2021-06-15,"265",""
"Lefty","Control","Middle",20,2021-06-15,"172",""
"Lefty","Control","Top",1,2021-06-15,"0",""
"Lefty","Control","Topmiddle",10.5,2021-06-15,"0",""
"Lefty","Early","Bottom",39,2021-06-15,"81",""
"Lefty","Early","Bottommiddle",29.5,2021-06-15,"103",""
"Lefty","Early","Middle",20,2021-06-15,"0",""
"Lefty","Early","Top",1,2021-06-15,"0",""
"Lefty","Early","Topmiddle",10.5,2021-06-15,"0",""
"Soddie","Control","Bottom",39,2021-06-15,"0",""
"Soddie","Control","Bottommiddle",29.5,2021-06-15,"0",""
"Soddie","Control","Middle",20,2021-06-15,"0",""
"Soddie","Control","Top",1,2021-06-15,"0",""
"Soddie","Control","Topmiddle",10.5,2021-06-15,"0",""
"Soddie","Early","Bottom",39,2021-06-15,"0",""
"Soddie","Early","Bottommiddle",29.5,2021-06-15,"0",""
"Soddie","Early","Middle",20,2021-06-15,"0",""
"Soddie","Early","Top",1,2021-06-15,"0",""
"Soddie","Early","Topmiddle",10.5,2021-06-15,"0",""
"Trough","Control","Bottom",39,2021-06-15,"108",""
"Trough","Control","Bottommiddle",29.5,2021-06-15,"138",""
"Trough","Control","Middle",20,2021-06-15,"155",""
"Trough","Control","Top",1,2021-06-15,"120",""
"Trough","Control","Topmiddle",10.5,2021-06-15,"265",""
"Trough","Early","Bottom",39,2021-06-15,"28",""
"Trough","Early","Bottommiddle",29.5,2021-06-15,"0",""
"Trough","Early","Middle",20,2021-06-15,"0",""
"Trough","Early","Top",1,2021-06-15,"142",""
"Trough","Early","Topmiddle",10.5,2021-06-15,"132",""
"Audubon","Control","Bottom",39,2021-06-22,"147",""
"Audubon","Control","Bottommiddle",29.5,2021-06-22,"46",""
"Audubon","Control","Middle",20,2021-06-22,"0",""
"Audubon","Control","Top",1,2021-06-22,"0",""
"Audubon","Control","Topmiddle",10.5,2021-06-22,"0",""
"Audubon","Early","Bottom",39,2021-06-22,"112",""
"Audubon","Early","Bottommiddle",29.5,2021-06-22,"0",""
"Audubon","Early","Middle",20,2021-06-22,"0",""
"Audubon","Early","Top",1,2021-06-22,"0",""
"Audubon","Early","Topmiddle",10.5,2021-06-22,"0",""
"East_Knoll","Control","Bottom",39,2021-06-22,"0",""
"East_Knoll","Control","Bottommiddle",29.5,2021-06-22,"0",""
"East_Knoll","Control","Middle",20,2021-06-22,"0",""
"East_Knoll","Control","Top",1,2021-06-22,"0",""
"East_Knoll","Control","Topmiddle",10.5,2021-06-22,"0",""
"East_Knoll","Early","Bottom",39,2021-06-22,"0",""
"East_Knoll","Early","Bottommiddle",29.5,2021-06-22,"0",""
"East_Knoll","Early","Middle",20,2021-06-22,"0",""
"East_Knoll","Early","Top",1,2021-06-22,"0",""
"East_Knoll","Early","Topmiddle",10.5,2021-06-22,"0",""
"Lefty","Control","Bottom",39,2021-06-22,"114",""
"Lefty","Control","Bottommiddle",29.5,2021-06-22,"193",""
"Lefty","Control","Middle",20,2021-06-22,"97",""
"Lefty","Control","Top",1,2021-06-22,"0",""
"Lefty","Control","Topmiddle",10.5,2021-06-22,"0",""
"Lefty","Early","Bottom",39,2021-06-22,"0",""
"Lefty","Early","Bottommiddle",29.5,2021-06-22,"0",""
"Lefty","Early","Middle",20,2021-06-22,"0",""
"Lefty","Early","Top",1,2021-06-22,"0",""
"Lefty","Early","Topmiddle",10.5,2021-06-22,"0",""
"Soddie","Control","Bottom",39,2021-06-22,"0",""
"Soddie","Control","Bottommiddle",29.5,2021-06-22,"0",""
"Soddie","Control","Middle",20,2021-06-22,"0",""
"Soddie","Control","Top",1,2021-06-22,"0",""
"Soddie","Control","Topmiddle",10.5,2021-06-22,"0",""
"Soddie","Early","Bottom",39,2021-06-22,"0",""
"Soddie","Early","Bottommiddle",29.5,2021-06-22,"0",""
"Soddie","Early","Middle",20,2021-06-22,"0",""
"Soddie","Early","Top",1,2021-06-22,"0",""
"Soddie","Early","Topmiddle",10.5,2021-06-22,"0",""
"Trough","Control","Bottom",39,2021-06-22,"0",""
"Trough","Control","Bottommiddle",29.5,2021-06-22,"84",""
"Trough","Control","Middle",20,2021-06-22,"65",""
"Trough","Control","Top",1,2021-06-22,"45",""
"Trough","Control","Topmiddle",10.5,2021-06-22,"222",""
"Trough","Early","Bottom",39,2021-06-22,"0",""
"Trough","Early","Bottommiddle",29.5,2021-06-22,"0",""
"Trough","Early","Middle",20,2021-06-22,"0",""
"Trough","Early","Top",1,2021-06-22,"20",""
"Trough","Early","Topmiddle",10.5,2021-06-22,"14",""
"Audubon","Control","Bottom",39,2021-06-29,"141",""
